"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1425,"20","RL",69,9503,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1958,1983,"Hip","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",457,"Rec",374,193,1024,"GasA","TA","Y","SBrkr",1344,0,0,1344,1,0,1,0,2,1,"TA",6,"Min1",1,"Detchd",1970,"Unf",1,484,"TA","TA","Y",316,28,0,0,0,0,0,6,2007,"WD","Normal",2.4746516278832
1121,"30","RM",59,8263,"Pave","Reg","Bnk","AllPub","Inside","Mod","IDOTRR","Norm","1Fam","1Story",6,5,1920,1950,"Gable","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1012,1012,"GasA","TA","Y","FuseA",1012,0,0,1012,0,0,1,0,2,1,"TA",6,"Typ",1,"Detchd",1920,"Unf",1,308,"TA","TA","Y",0,22,112,0,0,0,0,5,2007,"WD","Normal",2.45803412971384
113,"60","RL",77,9965,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2007,2007,"Gable","Stone",220,"Gd","TA","PConc","Ex","TA","Av","GLQ",984,"Unf",0,280,1264,"GasA","Ex","Y","SBrkr",1282,1414,0,2696,1,0,2,1,4,1,"Ex",10,"Typ",1,"BuiltIn",2007,"Fin",3,792,"TA","TA","Y",120,184,0,0,168,0,0,10,2007,"New","Partial",2.55399104958195
1213,"30","RL",50,9340,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,6,1941,1950,"Hip","None",0,"TA","TA","CBlock","TA","TA","No","Rec",344,"Unf",0,328,672,"GasA","TA","Y","SBrkr",672,0,0,672,1,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",1941,"Unf",1,234,"TA","TA","N",0,113,0,0,0,0,0,8,2009,"WD","Normal",2.45403009557802
653,"60","RL",70,8750,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1996,1996,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,880,880,"GasA","Ex","Y","SBrkr",909,807,0,1716,0,0,2,1,2,1,"Gd",7,"Typ",1,"Attchd",1996,"RFn",2,512,"TA","TA","Y",0,120,0,0,0,0,0,7,2009,"WD","Normal",2.49815423731063
4,"70","RL",60,9550,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","1Fam","2Story",7,5,1915,1970,"Gable","None",0,"TA","TA","BrkTil","TA","Gd","No","ALQ",216,"Unf",0,540,756,"GasA","Gd","Y","SBrkr",961,756,0,1717,1,0,1,0,3,1,"Gd",7,"Typ",1,"Detchd",1998,"Unf",3,642,"TA","TA","Y",0,35,272,0,0,0,0,2,2006,"WD","Abnorml",2.47227703941949
1134,"60","RL",80,9828,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","1Fam","2Story",8,5,1995,1995,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",584,"Unf",0,544,1128,"GasA","Ex","Y","SBrkr",1142,878,0,2020,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",1995,"RFn",2,466,"TA","TA","Y",0,155,0,0,0,0,0,6,2009,"WD","Normal",2.51659172516938
880,"20","RL",69,7000,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story",5,8,1978,2005,"Gable","BrkFace",90,"Gd","Gd","CBlock","TA","TA","No","ALQ",646,"Unf",0,218,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1978,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,0,7,2009,"WD","Normal",2.47013812108484
746,"60","RL",69,8963,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","1Fam","2Story",8,9,1976,1996,"Hip","BrkFace",289,"Ex","Gd","CBlock","TA","Gd","No","GLQ",575,"ALQ",80,487,1142,"GasA","Ex","Y","SBrkr",1175,1540,0,2715,0,1,3,1,4,1,"Gd",11,"Typ",2,"BuiltIn",1994,"Fin",2,831,"TA","TA","Y",0,204,0,0,0,0,0,7,2008,"WD","Normal",2.53455920902365
1437,"20","RL",60,9000,"Pave","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","1Fam","1Story",4,6,1971,1971,"Gable","None",0,"TA","TA","PConc","TA","TA","No","ALQ",616,"Unf",0,248,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1974,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,0,5,2007,"WD","Normal",2.45953798853744
318,"60","FV",75,9000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,2006,2006,"Gable","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1088,1088,"GasA","Ex","Y","SBrkr",1088,871,0,1959,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2006,"RFn",3,1025,"TA","TA","Y",208,46,0,0,0,0,0,12,2007,"WD","Normal",2.52622270128045
863,"20","RL",81,9672,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","1Fam","1Story",6,5,1984,1985,"Hip","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",338,"Unf",0,702,1040,"GasA","TA","Y","SBrkr",1097,0,0,1097,0,0,2,0,3,1,"TA",6,"Typ",0,"Attchd",1986,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,0,5,2010,"WD","Normal",2.47919334320883
1037,"20","RL",89,12898,"Pave","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","1Fam","1Story",9,5,2007,2008,"Hip","Stone",70,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1022,"Unf",0,598,1620,"GasA","Ex","Y","SBrkr",1620,0,0,1620,1,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd",2008,"Fin",3,912,"TA","TA","Y",228,0,0,0,0,0,0,9,2009,"WD","Normal",2.53859858703989
8,"60","RL",69,10382,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosN","1Fam","2Story",7,6,1973,1973,"Gable","Stone",240,"TA","TA","CBlock","Gd","TA","Mn","ALQ",859,"BLQ",32,216,1107,"GasA","Ex","Y","SBrkr",1107,983,0,2090,1,0,2,1,3,1,"TA",7,"Typ",2,"Attchd",1973,"RFn",2,484,"TA","TA","Y",235,204,228,0,0,0,350,11,2009,"WD","Normal",2.50193358572922
12,"60","RL",85,11924,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2005,2006,"Hip","Stone",286,"Ex","TA","PConc","Ex","TA","No","GLQ",998,"Unf",0,177,1175,"GasA","Ex","Y","SBrkr",1182,1142,0,2324,1,0,3,0,4,1,"Ex",11,"Typ",2,"BuiltIn",2005,"Fin",3,736,"TA","TA","Y",147,21,0,0,0,0,0,7,2006,"New","Partial",2.54563320335145
774,"20","RL",70,10150,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","1Fam","1Story",5,5,1958,1958,"Gable","None",1,"TA","TA","CBlock","TA","TA","No","Rec",456,"Unf",0,456,912,"GasA","Ex","Y","FuseA",912,0,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1958,"RFn",1,275,"TA","TA","Y",0,0,0,0,0,0,0,7,2007,"COD","Normal",2.45516283085157
149,"20","RL",63,7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","1Fam","1Story",7,5,2004,2005,"Gable","BrkFace",120,"TA","TA","PConc","Gd","TA","No","GLQ",680,"Unf",0,400,1080,"GasA","Ex","Y","SBrkr",1080,0,0,1080,1,0,1,0,3,1,"Gd",6,"Typ",0,"none",NA,"none",0,0,"none","none","Y",0,0,0,0,0,0,0,4,2008,"WD","Normal",2.47287751981621
887,"90","RL",70,8393,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Duplex","1Story",5,5,1959,2005,"Gable","BrkFace",122,"TA","TA","CBlock","TA","TA","No","LwQ",528,"Unf",0,1098,1626,"GasA","Ex","Y","SBrkr",1712,0,0,1712,0,0,2,0,4,2,"TA",8,"Typ",0,"Attchd",2005,"Fin",2,588,"TA","TA","Y",272,54,0,0,0,0,0,6,2006,"WD","Family",2.47523410631641
591,"60","RL",64,8320,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2004,2004,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",490,"Unf",0,280,770,"GasA","Ex","Y","SBrkr",770,812,0,1582,0,0,2,1,3,1,"Gd",6,"Typ",0,"Attchd",2004,"RFn",2,520,"TA","TA","Y",0,45,0,0,0,0,0,9,2008,"WD","Normal",2.49592606026801
562,"20","RL",77,10010,"Pave","Reg","Lvl","AllPub","Inside","Mod","Mitchel","Norm","1Fam","1Story",5,5,1974,1975,"Gable","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",1071,"LwQ",123,195,1389,"GasA","Gd","Y","SBrkr",1389,0,0,1389,1,0,1,0,2,1,"TA",6,"Typ",1,"Attchd",1975,"RFn",2,418,"TA","TA","Y",240,38,0,0,0,0,0,4,2006,"WD","Normal",2.48852955546869
219,"50","RL",69,15660,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","1Fam","1.5Fin",7,9,1939,2006,"Gable","BrkFace",312,"Gd","Gd","CBlock","TA","TA","No","BLQ",341,"Unf",0,457,798,"GasA","Ex","Y","SBrkr",1137,817,0,1954,0,1,1,1,3,1,"Gd",8,"Typ",2,"Attchd",1939,"Unf",2,431,"TA","TA","Y",0,119,150,0,0,0,0,5,2008,"WD","Normal",2.53759038426131
568,"20","RL",70,10171,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","1Fam","1Story",7,5,2004,2004,"Gable","BrkFace",168,"Gd","TA","PConc","Gd","TA","No","GLQ",2,"Unf",0,1515,1517,"GasA","Ex","Y","SBrkr",1535,0,0,1535,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2004,"RFn",2,532,"TA","TA","Y",0,0,0,0,0,0,0,3,2010,"WD","Normal",2.50746131143494
817,"20","RL",69,11425,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,6,1954,1954,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",486,"Unf",0,522,1008,"GasA","Gd","Y","SBrkr",1008,0,0,1008,0,0,1,0,2,1,"TA",4,"Typ",1,"Attchd",1954,"RFn",1,275,"TA","TA","Y",0,0,120,0,0,0,0,7,2006,"WD","Normal",2.4704472991384
89,"50","C (all)",105,8470,"Pave","IR1","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,1013,1013,"GasA","TA","N","SBrkr",1013,0,513,1526,0,0,1,0,2,1,"Fa",6,"Typ",0,"none",NA,"none",0,0,"none","none","N",0,0,156,0,0,0,0,10,2009,"ConLD","Abnorml",2.42925356138926
1396,"60","RL",88,12665,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","1Fam","2Story",8,5,2005,2006,"Hip","BrkFace",245,"Gd","TA","PConc","Gd","Gd","Gd","Unf",0,"Unf",0,1094,1094,"GasA","Ex","Y","SBrkr",1133,1349,0,2482,0,0,2,1,4,1,"Gd",9,"Typ",1,"BuiltIn",2005,"Fin",3,642,"TA","TA","Y",144,39,0,0,0,0,0,2,2007,"WD","Normal",2.5294710462415
1339,"60","RL",95,13450,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2002,2002,"Gable","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",700,"Unf",0,216,916,"GasA","Ex","Y","SBrkr",920,941,0,1861,1,0,2,1,3,1,"Gd",8,"Typ",0,"BuiltIn",2002,"RFn",2,492,"TA","TA","Y",146,91,0,0,0,0,0,6,2006,"WD","Normal",2.50193358572922
310,"20","RL",90,12378,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2003,2004,"Gable","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1274,"Unf",0,622,1896,"GasA","Ex","Y","SBrkr",1944,0,0,1944,1,0,2,0,3,1,"Ex",8,"Typ",3,"Attchd",2003,"Fin",3,708,"TA","TA","Y",208,175,0,0,0,0,0,11,2006,"WD","Normal",2.54896531444038
810,"75","RM",90,8100,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","1Fam","2.5Unf",5,5,1898,1965,"Hip","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,849,849,"GasA","TA","N","FuseA",1075,1063,0,2138,0,0,2,0,2,3,"TA",11,"Typ",0,"Detchd",1910,"Unf",2,360,"Fa","Po","N",40,156,0,0,0,0,0,11,2009,"WD","Normal",2.44851876605008
6,"50","RL",85,14115,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","1Fam","1.5Fin",5,5,1993,1995,"Gable","None",0,"TA","TA","Wood","Gd","TA","No","GLQ",732,"Unf",0,64,796,"GasA","Ex","Y","SBrkr",796,566,0,1362,1,0,1,1,1,1,"TA",5,"Typ",0,"Attchd",1993,"Unf",2,480,"TA","TA","Y",40,30,0,320,0,0,700,10,2009,"WD","Normal",2.47406474729747
19,"20","RL",66,13695,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","1Fam","1Story",5,5,2004,2004,"Gable","None",0,"TA","TA","PConc","TA","TA","No","GLQ",646,"Unf",0,468,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1114,1,0,1,1,3,1,"Gd",6,"Typ",0,"Detchd",2004,"Unf",2,576,"TA","TA","Y",0,102,0,0,0,0,0,6,2008,"WD","Normal",2.48295971250187
485,"20","RL",69,7758,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","1Fam","1Story",5,7,1962,2001,"Gable","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",588,"Unf",0,411,999,"GasA","Gd","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"Gd",6,"Typ",0,"Detchd",1963,"Unf",1,264,"TA","TA","Y",0,132,0,0,0,0,0,3,2007,"WD","Normal",2.46761957939851
443,"50","RM",52,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1078,1078,"GasA","TA","Y","SBrkr",1128,445,0,1573,0,0,2,0,3,1,"TA",8,"Typ",1,"Detchd",1930,"Unf",2,360,"TA","TA","P",0,0,0,0,0,0,0,6,2008,"WD","Normal",2.48498096324253
1291,"80","RL",69,14112,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","1Fam","SLvl",5,7,1964,1964,"Hip","BrkFace",86,"TA","TA","PConc","TA","TA","Av","GLQ",1014,"Unf",0,138,1152,"GasA","TA","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",1964,"RFn",2,484,"TA","TA","Y",227,0,0,0,0,0,0,4,2010,"WD","Normal",2.4934935149728
970,"190","RL",75,10382,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","2fmCon","SLvl",6,5,1958,1958,"Hip","BrkFace",105,"TA","Fa","CBlock","TA","TA","Gd","ALQ",513,"Unf",0,75,588,"GasA","TA","Y","SBrkr",1095,0,0,1095,1,0,1,0,2,1,"TA",6,"Typ",0,"Attchd",1958,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,0,3,2006,"ConLD","Normal",2.47227703941949
390,"60","RL",96,12474,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","1Fam","2Story",10,5,2007,2008,"Gable","Stone",272,"Ex","TA","PConc","Ex","TA","Av","GLQ",1280,"Unf",0,402,1682,"GasA","Ex","Y","SBrkr",1742,590,0,2332,1,0,2,1,3,1,"Ex",9,"Typ",1,"BuiltIn",2008,"Fin",3,846,"TA","TA","Y",196,134,0,0,0,0,0,8,2008,"New","Partial",2.56203701495618
644,"60","RL",80,10793,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","1Fam","2Story",5,5,1969,1969,"Mansard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493,"BLQ",287,0,780,"GasA","Ex","Y","SBrkr",780,840,0,1620,0,0,2,1,4,1,"TA",7,"Min1",0,"Attchd",1969,"Fin",2,462,"TA","TA","Y",208,0,0,0,0,0,0,4,2007,"WD","Normal",2.47919334320883
930,"60","RL",69,13006,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1997,1997,"Gable","BrkFace",285,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,964,964,"GasA","Gd","Y","SBrkr",993,1243,0,2236,0,0,2,1,4,1,"Gd",8,"Typ",1,"BuiltIn",1997,"Fin",2,642,"TA","TA","Y",0,0,0,0,0,0,0,11,2006,"WD","Normal",2.51044708668306
1164,"90","RL",60,12900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Duplex","SFoyer",4,4,1969,1969,"Gable","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",1198,"Unf",0,0,1198,"GasA","TA","Y","SBrkr",1258,0,0,1258,2,0,0,2,0,2,"TA",6,"Typ",0,"CarPort",1969,"Unf",2,400,"Fa","TA","Y",120,0,0,0,0,0,0,1,2008,"WD","Alloca",2.45089534585367
799,"60","RL",104,13518,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2008,2009,"Hip","Stone",860,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1926,1926,"GasA","Ex","Y","SBrkr",1966,1174,0,3140,0,0,3,1,4,1,"Ex",11,"Typ",2,"BuiltIn",2009,"Fin",3,820,"TA","TA","Y",144,78,0,0,0,0,0,7,2009,"New","Partial",2.57199403686876
331,"90","RL",69,10624,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Duplex","1Story",5,4,1964,1964,"Gable","BrkFace",84,"TA","TA","CBlock","TA","TA","No","GLQ",40,"Rec",264,1424,1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,0,1,2,0,6,2,"TA",10,"Typ",0,"Detchd",2002,"Unf",1,352,"TA","TA","Y",155,0,0,0,0,0,0,11,2007,"WD","Normal",2.45846674001228
476,"20","RL",80,8480,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","1Fam","1Story",5,6,1963,1963,"Hip","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",630,"Unf",0,340,970,"GasA","TA","Y","SBrkr",970,0,0,970,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1996,"Unf",2,624,"TA","TA","Y",0,24,0,0,192,0,0,7,2007,"WD","Normal",2.46761957939851
916,"160","RM",21,2001,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","BrkFace",80,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","Fa","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,"Attchd",1970,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,0,1,2007,"WD","Normal",2.41816511646838
364,"160","RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Twnhs","2Story",6,8,1972,2007,"Gable","BrkFace",510,"TA","TA","CBlock","TA","TA","No","ALQ",162,"Unf",0,321,483,"GasA","Gd","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Gd",5,"Typ",0,"Detchd",1972,"Unf",1,264,"TA","TA","Y",250,0,0,0,0,0,0,5,2009,"WD","Normal",2.45774439856853
11,"20","RL",70,11200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1965,1965,"Hip","None",0,"TA","TA","CBlock","TA","TA","No","Rec",906,"Unf",0,134,1040,"GasA","Ex","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1965,"Unf",1,384,"TA","TA","Y",0,0,0,0,0,0,0,2,2008,"WD","Normal",2.46567593253044
1241,"60","RL",65,8158,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2003,2003,"Gable","BrkFace",252,"Gd","TA","PConc","Gd","TA","No","GLQ",550,"Unf",0,334,884,"GasA","Ex","Y","SBrkr",884,884,0,1768,1,0,2,1,3,1,"Gd",8,"Typ",0,"Attchd",2003,"RFn",2,543,"TA","TA","Y",0,63,0,0,0,0,0,7,2008,"WD","Normal",2.51150079786186
417,"60","RL",74,7844,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","1Fam","2Story",6,7,1978,1978,"Hip","BrkFace",203,"TA","TA","CBlock","TA","TA","No","ALQ",209,"Unf",0,463,672,"GasA","TA","Y","SBrkr",672,728,0,1400,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1978,"Fin",2,440,"TA","TA","Y",0,0,0,0,0,0,0,3,2006,"WD","Normal",2.47780244724402
937,"20","RL",67,10083,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","1Fam","1Story",7,5,2003,2003,"Gable","none",0,"Gd","TA","PConc","Gd","TA","No","GLQ",833,"Unf",0,343,1176,"GasA","Ex","Y","SBrkr",1200,0,0,1200,1,0,2,0,2,1,"Gd",5,"Typ",0,"Attchd",2003,"RFn",2,555,"TA","TA","Y",0,41,0,0,0,0,0,8,2009,"WD","Normal",2.49548140754175
1324,"30","RL",50,5330,"Pave","Reg","HLS","AllPub","Inside","Gtl","BrkSide","Norm","1Fam","1Story",4,7,1940,1950,"Hip","None",0,"Fa","TA","CBlock","TA","TA","No","LwQ",280,"Unf",0,140,420,"GasA","Gd","Y","SBrkr",708,0,0,708,0,0,1,0,2,1,"Fa",5,"Typ",0,"none",NA,"none",0,0,"none","none","Y",164,0,0,0,0,0,0,12,2009,"WD","Normal",2.42661997372802
956,"90","RH",82,7136,"Pave","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Duplex","2Story",6,6,1946,1950,"Gable","BrkFace",423,"TA","TA","CBlock","Gd","TA","No","Rec",484,"Unf",0,495,979,"GasA","TA","N","FuseF",979,979,0,1958,0,0,2,0,4,2,"TA",8,"Typ",0,"Attchd",1946,"Unf",2,492,"TA","TA","Y",0,0,0,0,0,0,0,8,2007,"WD","Normal",2.47523410631641
151,"20","RL",120,10356,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","1Fam","1Story",5,6,1975,1975,"Gable","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",716,"Unf",0,253,969,"GasA","TA","Y","SBrkr",969,0,0,969,0,0,1,1,3,1,"TA",5,"Typ",0,"Attchd",1975,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,0,1,2007,"WD","Normal",2.46059485899316
786,"20","RL",69,9790,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","1Fam","1Story",6,5,1967,1967,"Gable","None",0,"TA","TA","CBlock","TA","TA","No","Rec",251,"LwQ",630,491,1372,"GasA","TA","Y","SBrkr",1342,0,0,1342,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1967,"Unf",2,457,"TA","TA","Y",0,0,0,0,197,0,0,9,2009,"WD","Normal",2.48426147684576
1413,"90","RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Duplex","1Story",4,5,1949,1950,"Gable","None",0,"TA","TA","Slab","none","none","none","none",0,"none",0,0,0,"Wall","Fa","N","FuseF",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"Detchd",1956,"Unf",2,420,"TA","TA","Y",0,0,0,0,0,0,0,6,2009,"WD","Normal",2.43427672736555
861,"50","RL",55,7642,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","1Fam","1.5Fin",7,8,1918,1998,"Gable","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,912,912,"GasA","Gd","Y","SBrkr",912,514,0,1426,0,0,1,1,3,1,"Gd",7,"Typ",1,"Detchd",1925,"Unf",1,216,"TA","TA","Y",0,240,0,0,0,0,0,6,2007,"WD","Normal",2.49770080102071
266,"20","RL",78,12090,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,6,1981,1981,"Gable","BrkFace",210,"TA","Gd","CBlock","Gd","TA","No","GLQ",588,"LwQ",228,606,1422,"GasA","TA","Y","SBrkr",1422,0,0,1422,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",1981,"Fin",2,576,"TA","TA","Y",276,0,0,0,0,0,0,6,2008,"WD","Normal",2.49116985506242
517,"80","RL",69,10448,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","1Fam","SLvl",6,6,1972,1972,"Gable","BrkFace",333,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,689,689,"GasA","TA","Y","SBrkr",1378,741,0,2119,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1972,"RFn",2,583,"TA","TA","Y",0,104,0,0,0,0,0,8,2009,"COD","Abnorml",2.48243278497365
1318,"120","FV",47,4230,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","None",0,"Gd","TA","PConc","Ex","Gd","No","Unf",0,"Unf",0,1352,1352,"GasA","Ex","Y","SBrkr",1352,0,0,1352,0,0,2,0,2,1,"Gd",5,"Typ",1,"Attchd",2006,"RFn",2,466,"TA","TA","Y",0,241,0,0,0,0,0,4,2007,"New","Partial",2.50549417710229
614,"20","RL",70,8402,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Feedr","1Fam","1Story",5,5,2007,2007,"Gable","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",206,"Unf",0,914,1120,"GasA","Ex","Y","SBrkr",1120,0,0,1120,0,0,1,0,3,1,"TA",6,"Typ",0,"none",NA,"none",0,0,"none","none","Y",0,30,0,0,0,0,0,12,2007,"New","Partial",2.47638610833352
